,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
5821,9545,Elf Hime Nina,6.44,"Fantasy, Hentai, Supernatural",Unknown,エルフ姫ニィーナ,OVA,3,"Oct 29, 2010 to May 16, 2012",Unknown,Pixy,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,6504,4963,19,465,2751,224,181,1342,163.0,122.0,239.0,423.0,400.0,255.0,116.0,57.0,31.0,35.0
16354,40769,Rifle Is Beautiful Recap,5.55,"Comedy, School, Slice of Life",Unknown,ライフル・イズ・ビューティフル『全国大会 ・イズ・目前』,Special,1,"Dec 1, 2019",Unknown,"Hakuhodo DY Music & Pictures, Bandai Namco Arts",Sentai Filmworks,Studio 3Hz,4-koma manga,23 min.,PG-13 - Teens 13 or older,9555.0,9261,1712,0,78,1019,15,63,537,27.0,11.0,34.0,88.0,160.0,205.0,67.0,22.0,20.0,32.0
707,776,Nanaka 6/17,6.61,"Slice of Life, Comedy, Drama, Romance, Shounen",Unknown,ななか６／１７,TV,12,"Jan 9, 2003 to Mar 27, 2003",Winter 2003,Genco,ADV Films,J.C.Staff,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5351.0,5409,7842,15,318,4216,341,488,2479,143.0,187.0,516.0,955.0,779.0,427.0,174.0,60.0,35.0,18.0
13800,36692,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,6.87,"Sci-Fi, Music, Slice of Life, Comedy",Unknown,戦姫絶唱シンフォギアAXZ 戦姫絶唱しないシンフォギア,Special,4,"Nov 29, 2017 to Feb 28, 2018",Unknown,"Memory-Tech, Bushiroad, MAGES., King Records, Kinyosha",Unknown,Satelight,Original,7 min. per ep.,PG-13 - Teens 13 or older,4149.0,7429,3533,2,171,1782,68,68,1444,113.0,90.0,188.0,359.0,227.0,109.0,37.0,17.0,7.0,10.0
5442,8604,Oshiri Kajiri Mushi,4.79,"Music, Comedy, Kids",Unknown,おしりかじり虫,Music,1,"Jun 1, 2007",Unknown,"NHK, NHK Enterprises",Unknown,Unknown,Original,2 min.,G - All Ages,10749.0,11368,677,2,15,515,5,41,101,14.0,7.0,20.0,28.0,54.0,78.0,47.0,46.0,47.0,43.0
2694,2952,Final Fantasy VII: Advent Children Complete,7.96,"Action, Fantasy, Super Power",Unknown,ファイナルファンタジーVII アドベントチルドレンコンプリート,OVA,1,"Apr 16, 2009",Unknown,Unknown,Unknown,Square Enix,Game,2 hr. 6 min.,PG-13 - Teens 13 or older,583.0,1256,115540,772,1146,101103,421,294,12576,13549.0,15056.0,18794.0,14653.0,6585.0,2599.0,1094.0,389.0,200.0,167.0
14134,37233,Muttsuri Dosukebe Tsuyu Gibo Shimai no Honshitsu Minuite Sex Sanmai,7.26,Hentai,Unknown,むっつりドスケベ露義母姉妹の本質見抜いてセックス三昧,OVA,2,"Jun 1, 2018 to Jul 6, 2018",Unknown,Unknown,Unknown,T-Rex,Manga,15 min. per ep.,Rx - Hentai,Unknown,5226,8587,84,678,5543,345,262,1759,575.0,474.0,813.0,954.0,539.0,265.0,122.0,57.0,44.0,45.0
7885,18441,Blood Lad: Wagahai wa Neko de wa Nai,7.17,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",Blood Lad OVA,ブラッドラッド 我輩は猫ではない,OVA,1,"Dec 4, 2013",Unknown,Kadokawa Shoten,VIZ Media,Brain's Base,Manga,27 min.,PG-13 - Teens 13 or older,2878.0,1530,89682,61,1382,72862,562,390,14486,2954.0,4775.0,11417.0,16562.0,8066.0,3229.0,1061.0,385.0,170.0,127.0
1006,1106,Eikyuu Kazoku,5.96,"Psychological, Comedy",Unknown,永久家族,Movie,1,"Apr 1, 1997",Unknown,Beyond C.,Unknown,Studio 4°C,Original,28 min.,PG-13 - Teens 13 or older,8342.0,5280,8302,18,154,4386,91,115,3556,90.0,144.0,368.0,800.0,804.0,533.0,310.0,156.0,102.0,91.0
4007,5191,Trouble Evocation,5.67,"Drama, Hentai, Romance",Unknown,とらぶるＥＶＯＣＡＴＩＯＮ,OVA,2,"Mar 8, 1996 to May 24, 1996",Unknown,Pink Pineapple,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,10097,1177,3,73,662,40,78,324,29.0,18.0,34.0,82.0,93.0,84.0,41.0,26.0,24.0,26.0
84,105,Boys Be...,6.46,"Slice of Life, Comedy, Romance, Shounen",Boys Be...,ボーイズ・ビー,TV,13,"Apr 11, 2000 to Jul 4, 2000",Spring 2000,Unknown,Nozomi Entertainment,Hal Film Maker,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6088.0,3665,20032,41,768,10371,809,1385,6699,293.0,487.0,1201.0,2242.0,1965.0,1301.0,521.0,206.0,135.0,95.0
6589,11691,Bloody Date,4.19,Horror,Unknown,血みどろデート,ONA,1,2006,Unknown,Unknown,Unknown,Unknown,Original,5 min.,R - 17+ (violence & profanity),10966.0,7509,3387,0,20,2941,8,53,365,43.0,36.0,88.0,229.0,276.0,309.0,253.0,246.0,311.0,415.0
3520,4149,Body Jack: Tanoshii Yutai Ridatsu,5.27,"Comedy, Ecchi",Unknown,ボディジャック 楽しい幽体離脱,OVA,1,"Jan 28, 1987",Unknown,Bandai,Unknown,Unknown,Original,35 min.,R+ - Mild Nudity,10177.0,8627,2157,5,83,1196,47,71,760,27.0,22.0,47.0,137.0,181.0,188.0,129.0,63.0,64.0,50.0
13108,35521,Geisters Movie: Inochi no Shou,Unknown,"Action, Military, Sci-Fi",Unknown,劇場版 ガイスターズ 命の章,Movie,1,"Aug 24, 2002",Unknown,Plum,Unknown,Unknown,Original,1 hr. 40 min.,PG-13 - Teens 13 or older,14091.0,15566,161,0,11,44,4,29,73,5.0,1.0,Unknown,1.0,1.0,3.0,3.0,1.0,6.0,5.0
16178,40474,Googuri Googuri,Unknown,"Fantasy, Music",Googuri Googuri,ぐーぐりぃ ぐーぐりぃ,Movie,1,2010,Unknown,Geidai Animation,Unknown,Unknown,Original,8 min.,G - All Ages,14161.0,15974,138,0,1,106,1,6,24,2.0,2.0,5.0,19.0,15.0,16.0,8.0,1.0,1.0,5.0
937,1032,Kumo no You ni Kaze no You ni,6.81,"Adventure, Historical, Drama, Romance","Like the Clouds, Like the Wind",雲のように風のように,Movie,1,"Mar 21, 1990",Unknown,Yomiko Advertising,Discotek Media,Studio Pierrot,Novel,1 hr. 20 min.,G - All Ages,4413.0,5970,6092,10,111,3556,75,60,2290,124.0,224.0,497.0,840.0,576.0,269.0,114.0,30.0,17.0,13.0
6230,10479,Beelzebub Specials,7.37,"Action, Comedy, Supernatural, Demons, School, Shounen",Unknown,べるぜバブ,Special,16,"Jun 29, 2011 to Sep 26, 2012",Unknown,Opera House,Unknown,"Studio Pierrot, Pierrot Plus",Original,2 min. per ep.,PG-13 - Teens 13 or older,2012.0,3732,19087,30,673,10036,464,326,7588,661.0,650.0,1256.0,1639.0,761.0,324.0,97.0,34.0,21.0,30.0
10073,29609,Chinka,5.08,Action,Unknown,ちんか,Special,1,"Mar 31, 2010",Unknown,Studio Mirai,Unknown,Unknown,Original,27 sec.,G - All Ages,10519.0,13142,336,0,12,239,1,28,56,7.0,1.0,3.0,12.0,22.0,51.0,25.0,24.0,13.0,11.0
607,649,Hanaukyou Maid-tai: La Verite,6.8,"Comedy, Ecchi, Harem, Romance",Hanaukyo Maid Team:La Verite,花右京メイド隊 La Verite,TV,12,"Apr 4, 2004 to Jun 20, 2004",Spring 2004,Geneon Universal Entertainment,"Sentai Filmworks, Geneon Entertainment USA",Daume,Manga,23 min. per ep.,R+ - Mild Nudity,4436.0,3653,20049,21,740,13402,548,689,4670,468.0,753.0,1738.0,2841.0,2026.0,1031.0,431.0,160.0,88.0,62.0
10938,31414,Nijiiro Days,7.34,"Comedy, Romance, School, Shoujo, Slice of Life",Rainbow Days,虹色デイズ,TV,24,"Jan 10, 2016 to Jun 26, 2016",Winter 2016,"YTV, Tokuma Japan, Daiichikosho, Shueisha",Funimation,Production Reed,Manga,13 min. per ep.,PG-13 - Teens 13 or older,2140.0,893,166254,614,12169,92973,5711,6758,48643,4652.0,8240.0,19379.0,23256.0,10426.0,4539.0,1357.0,490.0,240.0,191.0
13154,35593,Meiken Lassie: Yume ni Mukatte Hashire!,Unknown,"Adventure, Kids, Slice of Life",Unknown,名犬ラッシー 夢に向かって走れ!,Special,1,"Nov 25, 2002",Unknown,Unknown,Unknown,Nippon Animation,Novel,23 min.,G - All Ages,15502.0,14862,201,0,9,81,7,32,72,5.0,3.0,12.0,11.0,10.0,7.0,2.0,1.0,Unknown,3.0
2815,3095,Sono Kinisasete yo: My My Mai,5.77,"Ecchi, Comedy, Supernatural",My My Mai,その気にさせてよ myマイ舞,OVA,2,"Dec 16, 1993 to Jan 21, 1994",Unknown,AC Create,Central Park Media,J.C.Staff,Unknown,39 min. per ep.,R+ - Mild Nudity,8944.0,8670,2140,3,96,915,47,74,1008,22.0,28.0,54.0,131.0,147.0,129.0,70.0,41.0,26.0,20.0
17285,43692,Gokushufudou,Unknown,"Slice of Life, Comedy, Romance",The Way of the Househusband,極主夫道,ONA,Unknown,2021,Unknown,Netflix,Unknown,J.C.Staff,Manga,Unknown,Unknown,Unknown,3838,18310,51,1,0,0,0,18309,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
17082,42729,Xpice,Unknown,Action,XPICE,XPICE,Music,1,"Jul 15, 2020",Unknown,XFLAG,Unknown,Marza Animation Planet,Original,4 min.,PG - Children,12924.0,16637,107,0,1,83,1,4,18,2.0,4.0,6.0,9.0,21.0,10.0,4.0,3.0,1.0,4.0
12277,34166,Isobe Isobee Monogatari Jump Festa Special,Unknown,"Comedy, Historical, Shounen",Unknown,磯部磯兵衛物語,Special,3,"Aug 25, 2016",Unknown,Unknown,Unknown,Unknown,Manga,6 min. per ep.,PG-13 - Teens 13 or older,14632.0,9973,1244,0,66,109,30,67,972,7.0,Unknown,4.0,3.0,11.0,22.0,7.0,5.0,3.0,10.0
13675,36520,Pikotarou no Lullaby Lullaby,5.26,"Comedy, Parody",Pikotaro's Lullaby La La By (Web),ピコ太郎のララバイラーラバイ,ONA,3,"Jul 17, 2017 to Jul 26, 2017",Unknown,Unknown,Unknown,DLE,Original,2 min. per ep.,G - All Ages,10201.0,9481,1537,2,48,1176,17,77,219,49.0,25.0,41.0,121.0,179.0,166.0,84.0,81.0,57.0,90.0
9351,25591,Tokyo Juushouden: Fuuma Gogyou Denshou,5.39,"Action, Adventure, Supernatural, Shounen",Unknown,倒凶十将伝 封魔五行伝承,OVA,3,"Aug 24, 2001 to Jan 25, 2002",Unknown,"KSS, Kitty Films",Unknown,Unknown,Unknown,27 min. per ep.,R+ - Mild Nudity,9938.0,11818,566,0,33,230,13,35,255,6.0,1.0,10.0,16.0,31.0,50.0,17.0,18.0,11.0,10.0
6128,10246,Hajimete no Christmas,Unknown,Kids,Unknown,はじめてのクリスマス,Special,1,"Dec 24, 1983",Unknown,Unknown,Unknown,Unknown,Unknown,25 min.,G - All Ages,14225.0,15257,178,0,7,70,4,41,56,7.0,2.0,1.0,6.0,6.0,12.0,3.0,Unknown,1.0,7.0
11673,33036,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,7.1,"Comedy, Drama, Romance, School",The Moment You Fall in Love,好きになるその瞬間を。～告白実行委員会～,Movie,1,"Dec 17, 2016",Unknown,"Aniplex, Dentsu, Kadokawa Shoten, Movic, Fuji TV, Milestone Music Publishing, Lawson, Music Ray'n",Aniplex of America,Qualia Animation,Music,1 hr. 3 min.,PG-13 - Teens 13 or older,3190.0,1775,73273,168,2484,40838,854,422,28675,2127.0,2800.0,6583.0,10200.0,5161.0,2282.0,776.0,355.0,180.0,124.0
5873,9724,Break Blade 5: Shisen no Hate,7.84,"Action, Military, Fantasy, Mecha, Shounen",Broken Blade 5,ブレイク ブレイド 死線ノ涯,Movie,1,"Jan 22, 2011",Unknown,KlockWorx,Sentai Filmworks,"Production I.G, Xebec",Manga,47 min.,R - 17+ (violence & profanity),748.0,2231,51355,30,486,43606,301,182,6780,2847.0,6238.0,11283.0,7466.0,2287.0,882.0,261.0,95.0,44.0,29.0
1553,1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,7.06,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Pokemon:Mewtwo Returns,ポケットモンスター ミュウツー! 我ハココニ在リ,Special,1,"Dec 30, 2000",Unknown,Studio Jack,"4Kids Entertainment, Warner Bros. Japan",OLM,Game,1 hr. 15 min.,PG - Children,3409.0,1965,61808,51,342,57836,169,170,3291,2888.0,3595.0,7293.0,11660.0,7049.0,3429.0,1094.0,372.0,187.0,90.0
6604,11735,Coluboccoro,5.64,"Sci-Fi, Fantasy",Unknown,コルボッコロ,OVA,1,2007,Unknown,Unknown,Unknown,Kenji Studio,Original,29 min.,G - All Ages,9323.0,9080,1835,2,44,1187,29,40,535,6.0,16.0,46.0,165.0,256.0,191.0,94.0,55.0,23.0,12.0
2779,3056,Natural,5.98,Hentai,Unknown,ナチュラル,OVA,2,"Feb 25, 1999 to May 25, 1999",Unknown,Green Bunny,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,9098,1812,1,127,1009,63,91,522,39.0,22.0,60.0,115.0,159.0,131.0,55.0,38.0,12.0,17.0
15881,39938,Inu-Ou,Unknown,"Fantasy, Historical, Music",Unknown,犬王,Movie,1,2021,Unknown,Asmik Ace,Unknown,Science SARU,Novel,1 hr. 30 min.,Unknown,Unknown,8714,2119,0,0,0,0,0,2119,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6643,11855,Houkago Nyannyan,6.01,Hentai,Unknown,放課後にゃんにゃん,OVA,1,"Dec 16, 2011",Unknown,"Studio 9 MAiami, Queen Bee",Unknown,Unknown,Manga,19 min.,Rx - Hentai,Unknown,6659,4660,14,365,2453,224,212,1406,104.0,70.0,140.0,333.0,381.0,251.0,151.0,77.0,48.0,49.0
15414,39180,"On a Forest, in the Air",Unknown,Dementia,"On a Forest, in the Air","on a forest, in the air",ONA,1,"Aug 13, 2014",Unknown,Unknown,Unknown,Unknown,Original,20 sec.,G - All Ages,11342.0,15506,165,0,7,116,0,7,35,2.0,1.0,2.0,5.0,13.0,20.0,10.0,7.0,9.0,10.0
3796,4726,Druaga no Tou: The Sword of Uruk,7.24,"Adventure, Fantasy",Tower of Druaga:The Sword of Uruk,ドルアーガの塔 ～the Sword of URUK～,TV,12,"Jan 9, 2009 to Mar 27, 2009",Winter 2009,Sotsu Music Publishing,Funimation,Gonzo,Game,24 min. per ep.,PG-13 - Teens 13 or older,2596.0,1862,66319,91,2220,47276,1633,1520,13670,1708.0,3983.0,9341.0,11462.0,5303.0,2243.0,721.0,254.0,120.0,84.0
8281,20441,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,6.46,"Adventure, Comedy, Mystery",Unknown,劇場版名探偵ホームズ　ミセス・ハドソン人質事件の巻／ドーバー海峡の大空中戦の巻,Movie,1,"Aug 2, 1986",Unknown,Unknown,Unknown,TMS Entertainment,Novel,46 min.,G - All Ages,6101.0,11338,688,0,25,285,11,52,315,25.0,10.0,29.0,45.0,32.0,22.0,10.0,6.0,1.0,3.0
12943,35264,Gravity,5.53,Music,Unknown,Gravity,Music,1,"Jun 30, 2016",Unknown,Sony Music Entertainment,Unknown,Unknown,Music,4 min.,G - All Ages,9601.0,12426,446,0,14,301,4,16,111,15.0,4.0,11.0,23.0,45.0,54.0,21.0,23.0,10.0,8.0
17027,42571,Dogeza de Tanondemita,5.72,"Comedy, Ecchi, Fantasy",Dogeza de tanondemita,土下座で頼んでみた,TV,12,"Oct 14, 2020 to Dec 30, 2020",Fall 2020,"DAX Production, DMM Music",Unknown,DMM pictures,Web manga,3 min. per ep.,PG-13 - Teens 13 or older,9092.0,2827,32957,83,5174,12126,733,2345,12579,1081.0,328.0,765.0,1560.0,2259.0,2192.0,1294.0,848.0,688.0,750.0
359,383,Galaxy Angel,7.03,"Comedy, Sci-Fi",Unknown,ギャラクシーエンジェル,TV,24,"Apr 8, 2001 to Sep 30, 2001",Spring 2001,"Bandai Visual, Broccoli, Studio Jack","Nozomi Entertainment, Bandai Entertainment",Madhouse,Game,13 min. per ep.,PG-13 - Teens 13 or older,3525.0,3343,23998,182,914,12598,1320,1562,7604,545.0,986.0,2144.0,3004.0,1770.0,1050.0,343.0,146.0,66.0,41.0
1353,1491,Ginga Tetsudou 999,7.81,"Sci-Fi, Adventure, Space, Drama",Unknown,銀河鉄道９９９,TV,113,"Sep 14, 1978 to Apr 9, 1981",Fall 1978,Unknown,Discotek Media,Toei Animation,Manga,25 min. per ep.,G - All Ages,807.0,3235,25651,352,2203,5030,2147,1243,15028,898.0,834.0,1320.0,1209.0,564.0,258.0,106.0,55.0,27.0,39.0
6615,11759,Accel World,7.32,"Action, Game, Sci-Fi, Romance, School",Accel World,アクセル・ワールド,TV,24,"Apr 7, 2012 to Sep 22, 2012",Spring 2012,"Genco, Rakuonsha, Warner Bros. Japan, flying DOG, ASCII Media Works",VIZ Media,Sunrise,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2228.0,178,598685,4155,27225,405638,20525,38761,106536,25723.0,47050.0,85029.0,86155.0,43165.0,22574.0,11425.0,5204.0,2878.0,2391.0
7238,15211,Nazotoki-hime wa Meitantei♥,Unknown,"Mystery, Shoujo",Unknown,ナゾトキ姫は名探偵♥,OVA,6,"Aug 3, 2012 to Dec 27, 2013",Unknown,Unknown,Unknown,SynergySP,Manga,12 min. per ep.,G - All Ages,11074.0,12485,434,0,47,57,22,51,257,3.0,1.0,3.0,11.0,8.0,13.0,4.0,3.0,2.0,4.0
10852,31170,Youkai Ninpouchou Jiraiya!,5.49,"Action, Comedy",Unknown,妖怪忍法帖ジライヤ！PV,Special,1,"Apr 2, 2015",Unknown,Unknown,Unknown,Unknown,Manga,2 min.,G - All Ages,9724.0,14065,255,0,12,155,0,38,50,7.0,3.0,2.0,7.0,17.0,35.0,17.0,14.0,5.0,7.0
1671,1835,Ryuusei no Rockman,7.11,"Action, Game, Sci-Fi, Shounen",Megaman Star Force,流星のロックマン,TV,55,"Oct 7, 2006 to Oct 27, 2007",Fall 2006,Unknown,VIZ Media,Xebec,Game,10 min. per ep.,PG - Children,3147.0,4741,10947,82,528,6549,584,624,2662,417.0,491.0,997.0,1503.0,870.0,446.0,155.0,68.0,20.0,13.0
3836,4816,Gakuen 2,6.35,"Hentai, School",Unknown,学園２,OVA,2,"Jun 29, 2007 to Jun 27, 2008",Unknown,Himajin Planning,Unknown,Suzuki Mirano,Visual novel,29 min. per ep.,Rx - Hentai,Unknown,7209,3831,13,337,1947,201,163,1183,111.0,68.0,144.0,276.0,258.0,192.0,66.0,25.0,31.0,33.0
15005,38603,#Compass,Unknown,Game,Unknown,#コンパス,ONA,Unknown,"Aug 22, 2018 to ?",Unknown,Unknown,Unknown,"TMS Entertainment, Echoes",Game,4 min.,G - All Ages,13189.0,13691,284,0,59,0,22,39,164,4.0,1.0,4.0,4.0,5.0,4.0,8.0,3.0,2.0,6.0
16094,40338,Iro wo Kuu Akuma,5.49,"Dementia, Music",The Color Eater,色を喰うアクマ,ONA,1,"Aug 24, 2015",Unknown,Kaibutsu,Unknown,"TYMOTE, Spoon",Original,1 min.,G - All Ages,9710.0,12250,476,1,6,403,3,6,58,5.0,2.0,15.0,42.0,56.0,68.0,26.0,20.0,11.0,28.0
6045,10055,Black Jack: Heian Sento,6.51,Shounen,Black Jack:Capital Transfer To Heian,ブラック・ジャック/平安遷都,Movie,1,1996,Unknown,Beijing Sharaku Art,Unknown,Unknown,Manga,10 min.,PG-13 - Teens 13 or older,5851.0,8859,1983,0,49,996,39,62,837,44.0,36.0,78.0,176.0,170.0,81.0,31.0,10.0,4.0,8.0
8718,22583,Uchuu Kyoudai: Number Zero,7.6,"Sci-Fi, Slice of Life, Space, Comedy, Seinen",Unknown,宇宙兄弟#0[ナンバー・ゼロ],Movie,1,"Aug 9, 2014",Unknown,Unknown,Unknown,A-1 Pictures,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,1284.0,6136,5701,5,148,1823,124,84,3522,181.0,223.0,375.0,353.0,127.0,52.0,18.0,14.0,4.0,8.0
9731,28169,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5.84,Hentai,Unknown,豚の如き山賊に捕らわれて処女を奪われる巨乳姫騎士&女戦士 ~絶対チ●ポなんかに負けたりしない!!~ THE ANIMATION,OVA,1,"Jan 30, 2015",Unknown,Pink Pineapple,Unknown,Seven,Visual novel,24 min.,Rx - Hentai,Unknown,6534,4896,35,686,2376,269,284,1281,168.0,120.0,204.0,238.0,322.0,250.0,182.0,127.0,78.0,109.0
17103,42783,Dazzling White Town,7.01,Music,Dazzling White Town,Dazzling White Town,Music,1,"Aug 19, 2020",Unknown,"Lantis, Magic Capsule, Kadokawa, Bandai Namco Arts",Unknown,Sunrise,Original,9 min.,PG-13 - Teens 13 or older,3600.0,11551,641,0,35,379,14,4,209,46.0,33.0,58.0,58.0,26.0,22.0,6.0,4.0,3.0,5.0
6535,11433,Ano Natsu de Matteru,7.49,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",Waiting in the Summer,あの夏で待ってる,TV,12,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,"Geneon Universal Entertainment, Genco, AT-X, Bushiroad, Showgate",Sentai Filmworks,J.C.Staff,Original,23 min. per ep.,PG-13 - Teens 13 or older,1605.0,455,306842,1926,12159,186825,7793,9060,91005,13204.0,22894.0,41043.0,39726.0,18715.0,8751.0,3276.0,1192.0,573.0,446.0
6943,13281,FlashBack,6.69,Music,Unknown,FlashBack,Music,1,"Feb 24, 2012",Unknown,Toy's Factory,Unknown,Unknown,Unknown,3 min.,PG-13 - Teens 13 or older,4960.0,8526,2281,4,29,1905,15,22,310,129.0,120.0,194.0,346.0,287.0,162.0,77.0,36.0,17.0,19.0
7840,18231,Vanquished Queens Specials,5.51,Ecchi,Unknown,ヴァンキッシュド・クイーンズ,Special,4,"Mar 29, 2013 to Sep 30, 2014",Unknown,"Genco, Hoods Entertainment",Unknown,Arms,Other,6 min. per ep.,R+ - Mild Nudity,9666.0,6382,5209,2,300,2612,160,135,2002,107.0,57.0,121.0,257.0,371.0,369.0,197.0,110.0,87.0,108.0
839,926,Tatakae! Chou Robot Seimeitai Transformers Victory,6.64,"Adventure, Mecha, Sci-Fi, Shounen",Transformers Victory,戦え! 超ロボット生命体トランスフォーマーV[ビクトリー],TV,38,"Mar 14, 1989 to Dec 19, 1989",Spring 1989,Unknown,Unknown,Toei Animation,Unknown,23 min. per ep.,PG - Children,5206.0,8441,2346,6,98,1368,107,124,649,80.0,88.0,148.0,234.0,223.0,122.0,43.0,21.0,14.0,10.0
13057,35443,Nui Nui Hinobori San Kyoudai,Unknown,Slice of Life,The Three Nui Nui Hinobori Brothers,ぬいぬい日昇三兄弟,ONA,4,"Apr 28, 2017 to Dec 17, 2017",Unknown,Unknown,Unknown,DLE,Other,3 min. per ep.,G - All Ages,11214.0,12201,482,0,38,98,12,46,288,8.0,1.0,9.0,7.0,17.0,16.0,8.0,4.0,Unknown,8.0
6298,10624,Mardock Scramble: The Second Combustion,7.37,"Action, Psychological, Sci-Fi",Mardock Scramble:The Second Combustion,マルドゥック・スクランブル 燃焼,Movie,1,"Sep 3, 2011",Unknown,"Aniplex, Starchild Records",Sentai Filmworks,GoHands,Novel,1 hr. 4 min.,R+ - Mild Nudity,2030.0,2711,35610,46,609,24696,373,187,9745,1214.0,2588.0,5457.0,5509.0,2415.0,1038.0,423.0,161.0,73.0,46.0
8236,20143,Kazu & Yasu Hero Tanjou,Unknown,"Drama, Sports",Unknown,KAZU&YASU ヒーロー誕生,Movie,1,"Jul 22, 1995",Unknown,Triangle Staff,Unknown,Unknown,Unknown,1 hr. 32 min.,G - All Ages,14930.0,14074,256,0,16,69,7,40,124,8.0,Unknown,5.0,1.0,8.0,11.0,Unknown,1.0,2.0,4.0
4493,6181,Highway Jenny,5.28,Fantasy,Unknown,Highway Jenny,OVA,1,"Sep 27, 2006",Unknown,Unknown,Unknown,Toei Animation,Original,28 min.,PG-13 - Teens 13 or older,10176.0,10352,1054,3,32,596,24,42,360,12.0,13.0,28.0,69.0,67.0,78.0,65.0,59.0,28.0,33.0
3593,4340,Tower of Etruria,5.68,"Adventure, Comedy, Harem, Hentai",Tower of Etruria,タワー オブ エトルリア,OVA,2,"Jun 25, 2003 to May 25, 2004",Unknown,Milky Animation Label,Unknown,Unknown,Manga,30 min. per ep.,Rx - Hentai,Unknown,9633,1453,5,131,620,70,97,535,26.0,12.0,30.0,68.0,80.0,82.0,40.0,25.0,16.0,17.0
3211,3671,"Genesis Climber Mospeada: Love, Live, Alive",6.14,"Action, Mecha, Music","Genesis Climber Mospeada:Love, Live, Alive","機甲創世記モスピーダ Love, Live, Alive",OVA,1,"Sep 1, 1985",Unknown,Artmic,Unknown,Unknown,Unknown,50 min.,PG - Children,7594.0,9895,1284,0,34,617,39,42,552,17.0,24.0,35.0,105.0,93.0,77.0,25.0,11.0,8.0,8.0
10469,30324,Obake no Dokurou,5.54,"Kids, Supernatural",Dokuro the Ghost,オバケのどくろう,ONA,1,"Mar 4, 2015",Unknown,Cyclone Graphics,Unknown,Unknown,Original,11 min.,G - All Ages,9576.0,10186,1122,0,29,695,12,41,345,8.0,11.0,21.0,71.0,142.0,140.0,50.0,38.0,12.0,15.0
6054,10074,Toriko 3D: Kaimaku Gourmet Adventure!!,6.73,"Action, Adventure, Comedy, Shounen",Unknown,トリコ３Ｄ 開幕グルメアドベンチャー！！,Movie,1,"Mar 19, 2011",Unknown,Unknown,Unknown,Toei Animation,Unknown,40 min.,PG-13 - Teens 13 or older,4775.0,5982,6100,6,115,4076,84,98,1727,166.0,167.0,469.0,915.0,636.0,288.0,92.0,47.0,16.0,26.0
16504,41094,Xian Wang de Richang Shenghuo,7.19,"Adventure, Slice of Life, Comedy, Demons, Fantasy, School",The Daily Life of the Immortal King,仙王的日常生活,ONA,15,"Jan 18, 2020 to Mar 28, 2020",Unknown,Unknown,bilibili,Haoliners Animation League,Light novel,18 min. per ep.,PG-13 - Teens 13 or older,2832.0,2027,59716,446,7490,27621,1296,2186,21123,2111.0,2367.0,4738.0,6390.0,3313.0,1600.0,721.0,314.0,151.0,149.0
14562,37920,Ueno-san wa Bukiyou,6.64,"Comedy, Romance, Seinen","How clumsy you are, Miss Ueno.",上野さんは不器用,TV,12,"Jan 7, 2019 to Mar 25, 2019",Winter 2019,Nippon Columbia,Sentai Filmworks,Lesprit,Manga,12 min. per ep.,PG-13 - Teens 13 or older,5181.0,1603,83605,165,7575,44028,2528,7208,22266,1425.0,2005.0,5972.0,11559.0,8655.0,4339.0,2033.0,913.0,576.0,339.0
11010,31580,Ajin,7.49,"Action, Mystery, Horror, Supernatural, Seinen",Ajin:Demi-Human,亜人,TV,13,"Jan 16, 2016 to Apr 9, 2016",Winter 2016,"Mainichi Broadcasting System, Kodansha, KlockWorx, Sony Music Communications, TOHO animation, King Records",Sentai Filmworks,Polygon Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),1604.0,290,446881,2664,24144,280192,13641,24267,104637,14762.0,32685.0,69299.0,64398.0,26193.0,11107.0,4989.0,1895.0,1107.0,976.0
